frame,bone_id,bone_name,x,y,z
0,0,pelvis,0.000000,0.000000,0.000000
0,1,stomach,6.484743,8.914448,0.411336
0,2,chest,16.594916,23.491811,-0.178283
0,3,neck,21.100318,52.211039,-2.413048
0,4,head,14.812813,64.145363,-4.824444
0,5,hair,8.838677,76.855140,-11.196687
0,7,zero_joint_hand_l,16.594754,23.490577,-0.178339
0,8,clavicle_l,19.120554,48.033159,-4.019476
0,9,arm_l,17.824718,46.278503,-22.374719
0,10,forearm_l,-10.893027,43.811005,-25.110783
0,11,forearm_twist_l,-13.812633,45.747161,-13.698898
0,12,hand_l,-16.910437,47.796286,-1.599916
0,13,weapon_l,33.589254,109.827748,14.492947
0,14,f_big1_l,-14.765127,42.186810,-0.050596
0,15,f_big2_l,-14.460930,38.749108,2.122139
0,16,f_big3_l,-13.968127,34.718573,4.185415
0,17,f_main1_l,-21.570765,41.944155,6.985906
0,18,f_main2_l,-22.754533,37.260012,7.063497
0,19,f_main3_l,-23.495479,32.746857,6.986595
0,20,f_pointer1_l,-16.940713,39.344617,6.998661
0,21,f_pointer2_l,-17.947887,35.151988,8.465851
0,22,f_pointer3_l,-18.705725,31.775019,8.097854
0,23,scapular_l,19.505826,53.381755,-19.075656
0,24,chest_l,-0.276400,34.604461,-7.356546
0,25,zero_joint_hand_r,16.594749,23.490843,-0.178308
0,26,clavicle_r,19.706500,48.264209,0.132379
0,27,arm_r,19.354513,47.200148,18.567091
0,28,forearm_r,7.670875,23.293835,29.980428
0,29,forearm_twist_r,-3.730627,19.914302,28.937154
0,30,hand_r,-15.817585,16.328081,27.830299
0,31,weapon_r,33.588709,109.834064,14.489613
0,32,f_big1_r,-17.324301,13.562564,22.490116
0,33,f_big2_r,-19.164797,11.250679,19.679624
0,34,f_big3_r,-21.913425,8.114180,17.848612
0,35,f_main1_r,-26.616403,16.111536,24.222648
0,36,f_main2_r,-30.217860,13.268239,22.708155
0,37,f_main3_r,-33.259650,10.251367,21.105196
0,38,f_pointer1_r,-24.429435,15.249416,19.461499
0,39,f_pointer2_r,-27.701656,12.351543,18.194806
0,40,f_pointer3_r,-29.641724,9.520785,17.626462
0,41,scapular_r,20.502947,54.243483,14.925422
0,42,chest_r,2.154776,35.575887,10.074488
0,43,zero_joint_pelvis_l,0.000325,0.000403,0.000041
0,44,thigh_l,-2.668671,2.710119,-8.387596
0,45,calf_l,-25.550174,46.099270,-7.414259
0,46,foot_l,-27.968880,5.078796,-9.068425
0,47,toe_l,-46.716497,-3.143799,-6.225629
0,48,back_l,1.441306,-7.232052,-11.538196
0,51,zero_joint_pelvis_r,-0.000024,0.000006,0.000036
0,52,thigh_r,0.961121,-0.739538,9.129581
0,53,calf_r,-42.292786,2.753078,32.021284
0,54,foot_r,-82.502974,-2.175837,24.942287
0,55,toe_r,-99.007359,0.508469,37.089941
0,56,back_r,5.202709,-10.806021,6.608902
0,57,biceps_twist_l,4.023422,45.094108,-23.687191
0,58,biceps_twist_r,13.740259,35.711104,24.051904
0,59,thigh_twist_l,-11.720527,18.531150,-8.106330
0,60,thigh_twist_r,-15.391338,0.333957,17.114914
1,0,pelvis,0.000000,0.000000,0.000000
1,1,stomach,6.484743,8.914448,0.411336
1,2,chest,16.594916,23.491811,-0.178283
1,3,neck,21.100318,52.211039,-2.413048
1,4,head,14.812813,64.145363,-4.824444
1,5,hair,8.838677,76.855140,-11.196687
1,7,zero_joint_hand_l,16.594754,23.490577,-0.178339
1,8,clavicle_l,19.120554,48.033159,-4.019476
1,9,arm_l,17.824718,46.278503,-22.374719
1,10,forearm_l,-10.893027,43.811005,-25.110783
1,11,forearm_twist_l,-13.812633,45.747161,-13.698898
1,12,hand_l,-16.910437,47.796286,-1.599916
1,13,weapon_l,33.589254,109.827748,14.492947
1,14,f_big1_l,-14.765127,42.186810,-0.050596
1,15,f_big2_l,-14.460930,38.749108,2.122139
1,16,f_big3_l,-13.968127,34.718573,4.185415
1,17,f_main1_l,-21.570765,41.944155,6.985906
1,18,f_main2_l,-22.754533,37.260012,7.063497
1,19,f_main3_l,-23.495479,32.746857,6.986595
1,20,f_pointer1_l,-16.940713,39.344617,6.998661
1,21,f_pointer2_l,-17.947887,35.151988,8.465851
1,22,f_pointer3_l,-18.705725,31.775019,8.097854
1,23,scapular_l,19.505826,53.381755,-19.075656
1,24,chest_l,-0.276400,34.604461,-7.356546
1,25,zero_joint_hand_r,16.594749,23.490843,-0.178308
1,26,clavicle_r,19.706500,48.264209,0.132379
1,27,arm_r,19.354513,47.200148,18.567091
1,28,forearm_r,7.670875,23.293835,29.980428
1,29,forearm_twist_r,-3.730627,19.914302,28.937154
1,30,hand_r,-15.817585,16.328081,27.830299
1,31,weapon_r,33.588709,109.834064,14.489613
1,32,f_big1_r,-17.324301,13.562564,22.490116
1,33,f_big2_r,-19.164797,11.250679,19.679624
1,34,f_big3_r,-21.913425,8.114180,17.848612
1,35,f_main1_r,-26.616403,16.111536,24.222648
1,36,f_main2_r,-30.217860,13.268239,22.708155
1,37,f_main3_r,-33.259650,10.251367,21.105196
1,38,f_pointer1_r,-24.429435,15.249416,19.461499
1,39,f_pointer2_r,-27.701656,12.351543,18.194806
1,40,f_pointer3_r,-29.641724,9.520785,17.626462
1,41,scapular_r,20.502947,54.243483,14.925422
1,42,chest_r,2.154776,35.575887,10.074488
1,43,zero_joint_pelvis_l,0.000325,0.000403,0.000041
1,44,thigh_l,-2.668671,2.710119,-8.387596
1,45,calf_l,-25.550174,46.099270,-7.414259
1,46,foot_l,-27.968880,5.078796,-9.068425
1,47,toe_l,-46.716497,-3.143799,-6.225629
1,48,back_l,1.441306,-7.232052,-11.538196
1,51,zero_joint_pelvis_r,-0.000024,0.000006,0.000036
1,52,thigh_r,0.961121,-0.739538,9.129581
1,53,calf_r,-42.292786,2.753078,32.021284
1,54,foot_r,-82.502974,-2.175837,24.942287
1,55,toe_r,-99.007359,0.508469,37.089941
1,56,back_r,5.202709,-10.806021,6.608902
1,57,biceps_twist_l,4.023422,45.094108,-23.687191
1,58,biceps_twist_r,13.740259,35.711104,24.051904
1,59,thigh_twist_l,-11.720527,18.531150,-8.106330
1,60,thigh_twist_r,-15.391338,0.333957,17.114914
2,0,pelvis,0.000000,0.000000,0.000000
2,1,stomach,6.484743,8.914448,0.411336
2,2,chest,16.594916,23.491811,-0.178283
2,3,neck,21.100318,52.211039,-2.413048
2,4,head,14.812813,64.145363,-4.824444
2,5,hair,8.838677,76.855140,-11.196687
2,7,zero_joint_hand_l,16.594754,23.490577,-0.178339
