frame,bone_id,bone_name,x,y,z
0,0,pelvis,0.000000,0.000000,0.000000
0,1,stomach,0.446397,10.838659,1.959748
0,2,chest,0.632051,28.420435,3.379668
0,3,neck,-5.077092,56.969916,4.935312
0,4,head,-8.213844,70.003550,7.674161
0,5,hair,-6.938538,85.350834,8.491891
0,7,zero_joint_hand_l,0.632051,28.420440,3.379669
0,8,clavicle_l,-6.494354,52.335379,4.262667
0,9,arm_l,-19.600314,47.082416,-7.642623
0,10,forearm_l,-28.011735,21.387070,-17.956580
0,11,forearm_twist_l,-35.978354,22.819079,-9.182397
0,12,hand_l,-44.455241,24.332991,0.092971
0,13,weapon_l,-50.344053,24.942896,7.260504
0,14,f_big1_l,-50.005138,26.639292,0.892605
0,15,f_big2_l,-52.557894,28.769001,2.959076
0,16,f_big3_l,-52.506232,29.242750,7.201864
0,17,f_main1_l,-50.977981,21.061884,8.909508
0,18,f_main2_l,-49.993627,25.875125,9.708579
0,19,f_main3_l,-47.745205,27.205991,5.717851
0,20,f_pointer1_l,-54.855568,22.908569,5.784437
0,21,f_pointer2_l,-54.545417,26.392062,8.547716
0,22,f_pointer3_l,-52.629262,27.948677,6.160809
0,23,scapular_l,-18.335752,54.847321,-6.201265
0,24,chest_l,-18.421929,33.218728,11.958897
0,25,zero_joint_hand_r,0.632091,28.420272,3.379650
0,26,clavicle_r,-3.288574,52.816545,6.867193
0,27,arm_r,12.708492,52.221441,16.046463
0,28,forearm_r,27.449051,27.350100,17.600816
0,29,forearm_twist_r,22.401061,17.939881,22.936499
0,30,hand_r,17.049458,7.965866,28.598657
0,31,weapon_r,10.561047,1.355530,27.915583
0,32,f_big1_r,11.300469,7.589693,26.116594
0,33,f_big2_r,8.495937,5.433882,23.970735
0,34,f_big3_r,8.407349,0.747003,23.832798
0,35,f_main1_r,9.851374,-0.148148,31.848391
0,36,f_main2_r,10.719041,-1.078529,27.292192
0,37,f_main3_r,13.063870,2.380229,25.773993
0,38,f_pointer1_r,6.076460,3.064975,29.967114
0,39,f_pointer2_r,6.235054,0.159937,26.432212
0,40,f_pointer3_r,8.310220,2.438455,24.818952
0,41,scapular_r,9.574726,59.253498,13.849010
0,42,chest_r,-4.793433,35.336877,22.934832
0,43,zero_joint_pelvis_l,-0.000001,-0.000003,-0.000001
0,44,thigh_l,-8.842336,1.213129,-2.494035
0,45,calf_l,-42.967870,-31.334860,10.927882
0,46,foot_l,-47.015301,-68.545414,-6.033546
0,47,toe_l,-59.475963,-78.545411,7.077430
0,48,back_l,-5.196696,-3.070543,-12.291538
0,51,zero_joint_pelvis_r,-0.000041,-0.000301,0.000004
0,52,thigh_r,7.730636,-0.848019,5.075621
0,53,calf_r,25.875717,-38.216405,31.063575
0,54,foot_r,27.734672,-68.589799,3.446498
0,55,toe_r,34.956589,-78.585539,20.032408
0,56,back_r,11.852737,-5.193800,-4.478272
0,57,biceps_twist_l,-23.629506,34.727460,-12.614726
0,58,biceps_twist_r,19.798074,40.272182,16.790897
0,59,thigh_twist_l,-21.356964,-11.240854,2.045112
0,60,thigh_twist_r,14.511313,-15.067009,14.249726
1,0,pelvis,0.000000,0.000000,0.000000
1,1,stomach,0.446397,10.838659,1.959748
1,2,chest,0.632051,28.420435,3.379668
1,3,neck,-5.077092,56.969916,4.935312
1,4,head,-8.213844,70.003550,7.674161
1,5,hair,-6.938538,85.350834,8.491891
1,7,zero_joint_hand_l,0.632051,28.420440,3.379669
1,8,clavicle_l,-6.494354,52.335379,4.262667
1,9,arm_l,-19.600314,47.082416,-7.642623
1,10,forearm_l,-28.011735,21.387070,-17.956580
1,11,forearm_twist_l,-35.978354,22.819079,-9.182397
1,12,hand_l,-44.455241,24.332991,0.092971
1,13,weapon_l,-50.344053,24.942896,7.260504
1,14,f_big1_l,-50.005138,26.639292,0.892605
1,15,f_big2_l,-52.557894,28.769001,2.959076
1,16,f_big3_l,-52.506232,29.242750,7.201864
1,17,f_main1_l,-50.977981,21.061884,8.909508
1,18,f_main2_l,-49.993627,25.875125,9.708579
1,19,f_main3_l,-47.745205,27.205991,5.717851
1,20,f_pointer1_l,-54.855568,22.908569,5.784437
1,21,f_pointer2_l,-54.545417,26.392062,8.547716
1,22,f_pointer3_l,-52.629262,27.948677,6.160809
1,23,scapular_l,-18.335752,54.847321,-6.201265
1,24,chest_l,-18.421929,33.218728,11.958897
1,25,zero_joint_hand_r,0.632091,28.420272,3.379650
1,26,clavicle_r,-3.288574,52.816545,6.867193
1,27,arm_r,12.708492,52.221441,16.046463
1,28,forearm_r,27.449051,27.350100,17.600816
1,29,forearm_twist_r,22.401061,17.939881,22.936499
1,30,hand_r,17.049458,7.965866,28.598657
1,31,weapon_r,10.561047,1.355530,27.915583
1,32,f_big1_r,11.300469,7.589693,26.116594
1,33,f_big2_r,8.495937,5.433882,23.970735
1,34,f_big3_r,8.407349,0.747003,23.832798
1,35,f_main1_r,9.851374,-0.148148,31.848391
1,36,f_main2_r,10.719041,-1.078529,27.292192
1,37,f_main3_r,13.063870,2.380229,25.773993
1,38,f_pointer1_r,6.076460,3.064975,29.967114
1,39,f_pointer2_r,6.235054,0.159937,26.432212
1,40,f_pointer3_r,8.310220,2.438455,24.818952
1,41,scapular_r,9.574726,59.253498,13.849010
1,42,chest_r,-4.793433,35.336877,22.934832
1,43,zero_joint_pelvis_l,-0.000001,-0.000003,-0.000001
1,44,thigh_l,-8.842336,1.213129,-2.494035
1,45,calf_l,-42.967870,-31.334860,10.927882
1,46,foot_l,-47.015301,-68.545414,-6.033546
1,47,toe_l,-59.475963,-78.545411,7.077430
1,48,back_l,-5.196696,-3.070543,-12.291538
1,51,zero_joint_pelvis_r,-0.000041,-0.000301,0.000004
1,52,thigh_r,7.730636,-0.848019,5.075621
1,53,calf_r,25.875717,-38.216405,31.063575
1,54,foot_r,27.734672,-68.589799,3.446498
1,55,toe_r,34.956589,-78.585539,20.032408
1,56,back_r,11.852737,-5.193800,-4.478272
1,57,biceps_twist_l,-23.629520,34.727458,-12.614708
1,58,biceps_twist_r,19.798088,40.272182,16.790754
1,59,thigh_twist_l,-21.374797,-11.202472,2.092421
1,60,thigh_twist_r,14.508094,-15.031738,14.302403
2,0,pelvis,-0.171875,0.250000,0.068359
2,1,stomach,0.300693,11.085105,2.041568
2,2,chest,0.390384,28.657294,3.403518
2,3,neck,-5.033960,57.263999,4.926671
2,4,head,-8.447754,70.292454,7.337637
2,5,hair,-7.587529,85.663330,8.248899
2,7,zero_joint_hand_l,0.390385,28.657292,3.403517
2,8,clavicle_l,-6.499810,52.626694,4.243495
2,9,arm_l,-20.048063,47.552777,-7.236743
2,10,forearm_l,-29.139912,21.704130,-16.540843
2,11,forearm_twist_l,-37.112377,23.426038,-7.824262
2,12,hand_l,-45.594386,25.247536,1.390918
2,13,weapon_l,-51.599618,26.447169,8.587650
2,14,f_big1_l,-51.005325,27.783429,2.416000
2,15,f_big2_l,-53.376877,30.023612,4.579295
2,16,f_big3_l,-53.122649,30.509236,8.813429
2,17,f_main1_l,-51.860357,22.277609,10.495573
